"ID","EID","SF","LACT","Event","AGE","Date","Remark","Protocols","Technician"
6063446,"840003263409746",6,0,"PNEUMON    ",19,2025-01-10,"NUF/BANA"," Nuflor+Banamine"," Raul"
6063473,"840003263409773",6,0,"DIARHEA    ",15,2025-01-12,"CEFENIL         "," Cefenil        "," Benigno"
6063483,"840003263409783",6,0,"DIARHEA    ",11,2025-01-11,"CEFENIL         "," Cefenil        "," Benigno"
6063488,"840003263409788",6,0,"DIARHEA    ",10,2025-01-12,"CEFENIL         "," Cefenil        "," Fernando"
6063494,"840003263409794",6,0,"PNEUMON    ",4,2025-01-08,"BAY/BANA"," Baytril+Banamin"," Fernando"
6063513,"840003263409813",6,0,"FEVER      ",1,2025-01-11,"BANAMINE        "," Banamine       "," Benigno"
7008642,"-               ",7,0,"PINKEYE    ",151,2025-01-08,"DEXA/PEN"," Dexameth\Penici"," Luis"
7008654,"840003284999343",7,0,"PNEUMON    ",145,2025-01-09,"DRAXXIN         "," Draxxin        "," Luis"
7008661,"840003284999350",7,0,"PINKEYE    ",140,2025-01-09,"DEXA/PEN"," Dexameth\Penici"," Luis"
7008676,"840003284999365",7,0,"PNEUMON    ",127,2025-01-10,"NUF/BANA"," Nuflor+Banamine"," Pablo"
7008676,"840003284999365",7,0,"FEVER      ",128,2025-01-11,"BANAMINE        "," Banamine       "," Pedro"
7008677,"-               ",7,0,"PINKEYE    ",127,2025-01-11,"DEXA/PEN"," Dexameth\Penici"," Pedro"
7008679,"-               ",7,0,"PNEUMON    ",125,2025-01-11,"DRAXXIN         "," Draxxin        "," Pedro"
7008687,"840003284999376",7,0,"PNEUMON    ",120,2025-01-09,"DRAXXIN         "," Draxxin        "," Luis"
7008690,"-               ",7,0,"PNEUMON    ",120,2025-01-11,"DRAXXIN         "," Draxxin        "," Pedro"
7008693,"-               ",7,0,"PNEUMON    ",119,2025-01-11,"ZAC/BANA"," Zacran+Banamine"," Pedro"
7008703,"840003284999392",7,0,"PNEUMON    ",115,2025-01-11,"DRAXXIN         "," Draxxin        "," Luis"
7008709,"840003284999398",7,0,"PNEUMON    ",109,2025-01-08,"DRAXXIN         "," Draxxin        "," Luis"
7008710,"840003284999399",7,0,"PNEUMON    ",111,2025-01-11,"BAY/BANA"," Baytril+Banamin"," Luis"
